unemployment,cpi,gdp,dff,consumer
6.7,28.91,499.555,1.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.5,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.75,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.88,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.63,
,,,0.5,
,,,0.13,
,,,1.5,
,,,2.0,
6.2,28.95,,2.0,90.8
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,1.75,
,,,1.75,
,,,1.0,
,,,2.25,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
6.2,28.97,,2.38,
,,,1.5,
,,,2.25,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.25,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.38,
,,,2.38,
6.0,29.01,510.33,2.38,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.25,
,,,2.38,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
5.9,29.0,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.25,
,,,1.75,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.0,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
5.6,28.97,,2.5,
,,,2.5,
,,,2.25,
,,,2.5,
,,,2.5,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.75,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.75,
,,,3.0,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,2.75,
,,,3.0,
,,,2.88,
,,,2.88,
,,,2.88,
,,,3.0,
,,,3.0,
5.2,28.98,522.653,2.25,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,3.0,
,,,3.0,
5.1,29.04,,3.0,95.3
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.0,
,,,1.5,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.0,
,,,3.0,
,,,3.25,
,,,3.25,
,,,3.25,
5.0,29.11,,3.0,
,,,3.0,
,,,3.0,
,,,3.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.0,
,,,3.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.0,
5.1,29.15,525.034,2.75,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
5.2,29.18,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
5.5,29.25,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.25,
,,,3.5,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.25,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.0,
5.7,29.35,528.6,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
5.8,29.35,,4.0,93.8
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
5.3,29.41,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
5.2,29.37,542.648,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
4.8,29.41,,4.0,100.0
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,3.5,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
5.4,29.41,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.25,
,,,1.5,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.25,
,,,3.75,
,,,4.0,
5.2,29.54,541.08,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,3.5,
,,,3.5,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.5,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
5.1,29.57,,4.0,93.3
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.25,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.5,
,,,3.0,
,,,4.0,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
5.4,29.61,,2.0,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.5,
,,,3.5,
,,,4.0,
,,,4.0,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.25,
,,,3.0,
,,,3.0,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.0,
,,,1.5,
,,,0.5,
,,,3.5,
5.5,29.55,545.604,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.25,
,,,2.0,
,,,1.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.0,
,,,1.5,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
5.6,29.61,,3.5,97.2
,,,3.25,
,,,3.25,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,2.5,
,,,1.75,
,,,3.5,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.0,
,,,2.25,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.5,
,,,3.0,
5.5,29.61,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.0,
,,,2.5,
,,,3.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,1.0,
,,,0.75,
,,,1.0,
,,,2.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
6.1,29.75,540.197,3.0,
,,,3.0,
,,,2.75,
,,,2.5,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,1.5,
,,,0.5,
,,,0.25,
,,,1.5,
,,,1.25,
,,,1.25,
,,,1.25,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
6.1,29.78,,3.0,90.1
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.25,
,,,3.0,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.5,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.25,
,,,2.25,
,,,2.25,
,,,1.25,
,,,0.25,
,,,0.25,
6.6,29.81,,1.5,
,,,1.5,
,,,1.5,
,,,1.5,
,,,2.0,
,,,1.75,
,,,2.0,
,,,1.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,1.25,
,,,0.5,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.25,
,,,2.75,
,,,2.25,
,,,1.75,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.0,
,,,2.0,
,,,3.0,
,,,3.0,
,,,3.0,
6.6,29.84,545.018,3.0,
,,,3.0,
,,,1.5,
,,,1.0,
,,,2.0,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.25,
,,,1.25,
,,,0.5,
,,,1.75,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.25,
,,,1.25,
,,,1.0,
,,,1.75,
,,,0.75,
,,,0.75,
,,,0.75,
,,,0.25,
,,,0.25,
,,,0.13,
,,,0.75,
,,,0.75,
,,,0.75,
,,,0.75,
,,,1.5,
,,,2.25,
6.9,29.84,,2.75,91.6
,,,2.5,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,2.0,
6.9,29.84,,2.0,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,3.0,
,,,2.75,
,,,3.0,
,,,2.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,1.5,
,,,1.25,
,,,1.75,
,,,2.0,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.0,
,,,1.75,
,,,1.75,
,,,1.5,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.25,
,,,0.5,
,,,2.5,
,,,2.0,
7.0,29.81,555.545,2.0,
,,,2.0,
,,,2.0,
,,,1.5,
,,,0.5,
,,,1.75,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.5,
,,,2.0,
,,,2.5,
,,,2.75,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.75,
,,,0.5,
,,,0.5,
,,,1.5,
,,,1.5,
,,,1.5,
,,,1.5,
,,,0.5,
,,,0.5,
,,,1.0,
,,,1.0,
,,,0.5,
,,,0.5,
,,,0.5,
7.1,29.84,,0.5,92.5
,,,0.5,
,,,0.25,
,,,0.75,
,,,1.0,
,,,1.0,
,,,1.0,
,,,2.25,
,,,2.75,
,,,2.75,
,,,2.5,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.5,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,1.0,
6.9,29.84,,2.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.0,
,,,1.75,
,,,1.75,
,,,1.25,
,,,1.25,
,,,1.25,
,,,1.0,
,,,0.25,
,,,0.25,
,,,2.0,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.75,
,,,2.5,
,,,1.5,
,,,1.5,
,,,1.5,
,,,0.5,
,,,0.25,
,,,0.5,
,,,2.5,
,,,0.5,
7.0,29.92,567.664,0.5,
,,,0.5,
,,,1.25,
,,,1.25,
,,,0.75,
,,,2.0,
,,,1.75,
,,,1.75,
,,,1.75,
,,,1.25,
,,,0.5,
,,,0.5,
,,,1.25,
,,,1.0,
,,,1.0,
,,,1.0,
,,,1.0,
,,,1.0,
,,,2.0,
,,,1.5,
,,,1.0,
,,,1.0,
,,,1.0,
,,,0.75,
,,,0.5,
,,,0.25,
,,,1.25,
,,,1.5,
,,,1.5,
,,,1.5,
,,,2.5,
6.6,29.94,,1.75,99.2
,,,1.5,
,,,2.5,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.25,
,,,2.75,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,1.75,
,,,1.75,
,,,1.75,
,,,1.5,
,,,1.25,
,,,0.75,
,,,1.75,
,,,1.25,
,,,1.25,
,,,1.25,
,,,1.0,
,,,2.0,
,,,2.0,
,,,1.75,
6.7,29.98,,1.5,
,,,1.5,
,,,1.5,
,,,1.5,
,,,0.5,
,,,0.75,
,,,1.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.75,
,,,2.5,
,,,2.75,
,,,2.0,
,,,1.5,
,,,1.5,
,,,1.5,
,,,1.5,
,,,2.0,
,,,3.0,
,,,2.5,
,,,1.75,
,,,1.75,
,,,1.75,
,,,2.0,
,,,1.75,
,,,2.25,
,,,2.75,
,,,1.5,
,,,1.5,
6.5,29.98,580.612,1.5,
,,,1.5,
,,,0.75,
,,,2.0,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.75,
,,,2.25,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.25,
,,,1.5,
,,,2.0,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.5,
,,,2.25,
,,,3.0,
,,,2.5,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.75,
,,,2.0,
6.1,29.98,,2.75,93.0
,,,2.25,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,1.75,
,,,0.5,
,,,1.75,
6.0,30.01,,2.25,
,,,2.25,
,,,2.25,
,,,2.5,
,,,2.25,
,,,2.5,
,,,1.75,
,,,2.0,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.0,
,,,0.5,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.25,
,,,2.0,
,,,2.75,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.5,
,,,2.5,
5.8,30.04,594.013,2.5,
,,,2.75,
,,,2.5,
,,,2.75,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.0,
,,,1.25,
,,,0.5,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,2.5,
,,,3.0,
,,,2.25,
,,,2.0,
,,,2.0,
,,,2.0,
,,,1.25,
,,,0.5,
,,,0.25,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,1.5,
,,,1.5,
5.5,30.11,,2.25,99.9
,,,1.5,
,,,1.5,
,,,1.5,
,,,2.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,1.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,1.75,
,,,2.0,
,,,2.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.75,
5.6,30.17,,2.5,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
5.6,30.21,600.366,2.75,
,,,2.75,
,,,2.75,
,,,2.25,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.5,
,,,2.5,
,,,2.5,
5.5,30.24,,2.5,95.4
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,2.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.5,
,,,3.0,
,,,2.5,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.5,
,,,2.75,
,,,2.5,
,,,2.5,
,,,2.25,
,,,2.25,
,,,2.25,
,,,1.25,
,,,0.75,
,,,0.75,
,,,2.75,
5.5,30.21,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,2.0,
,,,1.75,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.25,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
5.4,30.22,609.027,2.75,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.5,
,,,1.0,
,,,2.5,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
5.7,30.28,,3.0,91.6
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
5.6,30.42,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
5.4,30.38,612.28,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,2.75,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,2.75,
,,,3.0,
,,,3.0,
5.7,30.38,,3.0,95.0
,,,2.88,
,,,2.88,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,3.0,
,,,3.0,
,,,2.75,
,,,2.75,
,,,2.88,
5.5,30.38,,2.88,
,,,2.88,
,,,2.88,
,,,2.75,
,,,2.5,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
5.7,30.44,621.672,3.0,
,,,2.5,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.5,
,,,2.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,2.88,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
5.9,30.48,,3.0,98.4
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
5.7,30.51,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,2.75,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
5.7,30.48,629.752,3.0,
,,,2.75,
,,,1.5,
,,,2.88,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.25,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,2.88,
,,,2.88,
,,,2.88,
,,,3.0,
,,,3.0,
5.9,30.51,,3.0,91.7
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.0,
