unemployment,cpi,gdp,dff,consumer
,,,3.46,
,,,3.2,
,,,3.2,
,,,3.2,
,,,3.28,
,,,3.25,
,,,3.38,
,,,3.32,
,,,3.12,
,,,3.12,
,,,3.12,
,,,3.32,
,,,3.15,
,,,3.4,
,,,3.29,
,,,3.08,
,,,3.08,
,,,3.08,
,,,3.29,
,,,3.27,
,,,3.15,
,,,3.17,
,,,3.37,
7.6,140.8,,3.37,76.1
,,,3.37,
,,,3.37,
,,,3.28,
,,,3.35,
,,,3.34,
,,,3.2,
,,,3.2,
,,,3.2,
,,,3.32,
,,,3.23,
,,,3.22,
,,,3.3,
,,,3.22,
,,,3.22,
,,,3.22,
,,,3.54,
,,,3.26,
,,,3.56,
,,,3.37,
,,,3.2,
,,,3.2,
,,,3.2,
,,,3.35,
,,,3.29,
,,,3.31,
,,,3.36,
,,,3.28,
,,,3.28,
,,,3.28,
,,,3.51,
7.6,141.1,,3.39,75.6
,,,3.21,
,,,3.33,
,,,3.02,
,,,3.02,
,,,3.02,
,,,3.02,
,,,3.13,
,,,3.08,
,,,3.06,
,,,3.01,
,,,3.01,
,,,3.01,
,,,3.22,
,,,3.2,
,,,4.48,
,,,3.22,
,,,3.02,
,,,3.02,
,,,3.02,
,,,3.1,
,,,3.04,
,,,3.06,
,,,3.15,
,,,3.19,
,,,3.19,
,,,3.19,
,,,3.45,
,,,3.26,
,,,4.47,
7.3,141.7,6680.803,3.58,73.3
,,,3.15,
,,,3.15,
,,,3.15,
,,,3.22,
,,,3.1,
,,,3.06,
,,,3.04,
,,,2.97,
,,,2.97,
,,,2.97,
,,,2.97,
,,,3.53,
,,,3.96,
,,,3.4,
,,,2.99,
,,,2.99,
,,,2.99,
,,,3.05,
,,,2.97,
,,,2.95,
,,,2.96,
,,,2.9,
,,,2.9,
,,,2.9,
,,,3.12,
,,,2.91,
,,,3.06,
,,,3.08,
,,,3.04,
,,,3.04,
7.4,142.1,,3.04,85.3
,,,3.21,
,,,3.09,
,,,2.98,
,,,2.92,
,,,2.86,
,,,2.86,
,,,2.86,
,,,2.98,
,,,2.93,
,,,2.93,
,,,3.04,
,,,2.85,
,,,2.85,
,,,2.85,
,,,3.28,
,,,3.06,
,,,2.89,
,,,2.94,
,,,2.9,
,,,2.9,
,,,2.9,
,,,2.89,
,,,2.58,
,,,4.6,
,,,4.6,
,,,3.13,
,,,3.13,
,,,3.13,
,,,3.45,
7.4,142.3,,3.17,91.0
,,,2.99,
,,,3.0,
,,,2.86,
,,,2.86,
,,,2.86,
,,,2.92,
,,,2.77,
,,,3.3,
,,,3.08,
,,,2.76,
,,,2.76,
,,,2.76,
,,,2.99,
,,,3.17,
,,,3.02,
,,,2.97,
,,,2.73,
,,,2.73,
,,,2.73,
,,,3.06,
,,,2.97,
,,,3.38,
,,,2.85,
,,,2.85,
,,,2.85,
,,,2.85,
,,,3.27,
,,,2.74,
,,,2.6,
,,,2.66,
7.3,142.8,6729.459,2.66,89.3
,,,2.66,
,,,2.66,
,,,3.6,
,,,3.33,
,,,3.62,
,,,3.25,
,,,2.93,
,,,2.93,
,,,2.93,
,,,3.06,
,,,2.91,
,,,2.87,
,,,2.97,
,,,2.96,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.35,
,,,3.56,
,,,3.05,
,,,2.86,
,,,2.86,
,,,2.86,
,,,3.06,
,,,2.96,
,,,2.94,
,,,2.97,
,,,3.02,
,,,3.02,
,,,3.02,
7.1,143.1,,3.25,86.6
,,,3.18,
,,,3.56,
,,,3.08,
,,,2.87,
,,,2.87,
,,,2.87,
,,,2.94,
,,,2.9,
,,,2.88,
,,,2.97,
,,,2.95,
,,,2.95,
,,,2.95,
,,,2.95,
,,,3.59,
,,,3.09,
,,,2.98,
,,,2.86,
,,,2.86,
,,,2.86,
,,,2.96,
,,,2.91,
,,,2.91,
,,,3.03,
,,,3.18,
,,,3.18,
,,,3.18,
7.0,143.3,,3.65,85.9
,,,3.19,
,,,3.29,
,,,3.1,
,,,3.02,
,,,3.02,
,,,3.02,
,,,3.06,
,,,2.98,
,,,2.96,
,,,3.0,
,,,2.93,
,,,2.93,
,,,2.93,
,,,3.16,
,,,2.72,
,,,3.58,
,,,3.03,
,,,2.88,
,,,2.88,
,,,2.88,
,,,2.99,
,,,2.93,
,,,2.92,
,,,3.05,
,,,3.04,
,,,3.04,
,,,3.04,
,,,3.34,
,,,2.91,
,,,3.83,
7.1,143.8,6808.939,3.31,85.6
,,,3.13,
,,,3.13,
,,,3.13,
,,,3.15,
,,,2.97,
,,,2.93,
,,,2.94,
,,,2.82,
,,,2.82,
,,,2.82,
,,,3.11,
,,,2.98,
,,,3.03,
,,,3.15,
,,,2.84,
,,,2.84,
,,,2.84,
,,,2.94,
,,,2.84,
,,,2.95,
,,,2.97,
,,,2.85,
,,,2.85,
,,,2.85,
,,,2.99,
,,,2.72,
,,,2.88,
,,,2.94,
,,,3.01,
7.1,144.2,,3.01,80.3
,,,3.01,
,,,3.03,
,,,2.94,
,,,2.9,
,,,2.88,
,,,2.83,
,,,2.83,
,,,2.83,
,,,2.99,
,,,2.98,
,,,2.95,
,,,2.97,
,,,2.94,
,,,2.94,
,,,2.94,
,,,3.34,
,,,2.97,
,,,2.94,
,,,2.97,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.15,
,,,3.21,
,,,3.26,
,,,3.11,
,,,3.02,
,,,3.02,
,,,3.02,
,,,3.02,
7.0,144.3,,3.33,81.5
,,,3.12,
,,,3.03,
,,,2.98,
,,,2.98,
,,,2.98,
,,,3.14,
,,,2.72,
,,,2.92,
,,,3.01,
,,,2.93,
,,,2.93,
,,,2.93,
,,,3.06,
,,,3.14,
,,,3.04,
,,,3.02,
,,,2.91,
,,,2.91,
,,,2.91,
,,,3.03,
,,,2.98,
,,,3.24,
,,,3.02,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.08,
,,,3.0,
,,,3.92,
6.9,144.5,6882.098,3.27,77.0
,,,2.96,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.19,
,,,3.39,
,,,3.09,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.12,
,,,2.99,
,,,2.97,
,,,3.13,
,,,2.97,
,,,2.97,
,,,2.97,
,,,3.13,
,,,3.08,
,,,3.36,
,,,3.12,
,,,2.99,
,,,2.99,
,,,2.99,
,,,3.11,
,,,3.01,
,,,2.98,
,,,3.04,
,,,3.07,
,,,3.07,
6.8,144.8,,3.07,77.3
,,,3.26,
,,,3.06,
,,,3.14,
,,,3.05,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.04,
,,,2.96,
,,,2.92,
,,,2.97,
,,,3.0,
,,,3.0,
,,,3.0,
,,,3.34,
,,,3.1,
,,,3.02,
,,,3.02,
,,,2.95,
,,,2.95,
,,,2.95,
,,,3.01,
,,,2.95,
,,,3.03,
,,,3.06,
,,,2.99,
,,,2.99,
,,,2.99,
,,,3.11,
,,,3.19,
6.7,145.0,,3.25,77.9
,,,3.03,
,,,2.94,
,,,2.94,
,,,2.94,
,,,2.94,
,,,3.11,
,,,3.02,
,,,2.99,
,,,2.94,
,,,2.94,
,,,2.94,
,,,3.05,
,,,3.0,
,,,3.38,
,,,3.1,
,,,2.99,
,,,2.99,
,,,2.99,
,,,3.38,
,,,3.23,
,,,3.14,
,,,3.06,
,,,2.99,
,,,2.99,
,,,2.99,
,,,3.16,
,,,3.08,
,,,3.1,
,,,3.99,
6.8,145.6,7013.738,3.19,82.7
,,,3.19,
,,,3.19,
,,,3.11,
,,,3.04,
,,,2.98,
,,,2.95,
,,,2.87,
,,,2.87,
,,,2.87,
,,,2.87,
,,,3.07,
,,,2.85,
,,,2.99,
,,,2.97,
,,,2.97,
,,,2.97,
,,,3.03,
,,,2.94,
,,,2.91,
,,,2.94,
,,,2.95,
,,,2.95,
,,,2.95,
,,,3.17,
,,,3.03,
,,,2.82,
,,,3.04,
,,,3.03,
,,,3.03,
,,,3.03,
6.6,146.0,,3.15,81.2
,,,3.02,
,,,2.98,
,,,2.99,
,,,2.95,
,,,2.95,
,,,2.95,
,,,3.04,
,,,2.95,
,,,2.91,
,,,2.91,
,,,3.03,
,,,3.03,
,,,3.03,
,,,3.23,
,,,3.02,
,,,2.99,
,,,2.99,
,,,2.94,
,,,2.94,
,,,2.94,
,,,3.05,
,,,2.94,
,,,3.03,
,,,3.03,
,,,3.09,
,,,3.09,
,,,3.09,
,,,3.12,
,,,3.16,
6.5,146.3,,3.07,88.2
,,,3.04,
,,,2.96,
,,,2.96,
,,,2.96,
,,,2.97,
,,,2.67,
,,,2.87,
,,,2.94,
,,,2.9,
,,,2.9,
,,,2.9,
,,,2.96,
,,,2.95,
,,,3.06,
,,,3.03,
,,,2.94,
,,,2.94,
,,,2.94,
,,,3.03,
,,,2.97,
,,,3.08,
,,,3.05,
,,,2.97,
,,,2.97,
,,,2.97,
,,,3.11,
,,,2.98,
,,,2.85,
,,,2.82,
,,,2.85,
6.6,146.3,7115.652,2.85,94.3
,,,2.85,
,,,3.15,
,,,3.03,
,,,3.46,
,,,3.08,
,,,2.96,
,,,2.96,
,,,2.96,
,,,3.02,
,,,2.97,
,,,2.93,
,,,2.94,
,,,2.95,
,,,2.95,
,,,2.95,
,,,2.95,
,,,3.97,
,,,3.2,
,,,2.97,
,,,2.91,
,,,2.91,
,,,2.91,
,,,3.04,
,,,3.04,
,,,3.04,
,,,3.0,
,,,2.98,
,,,2.98,
,,,2.98,
,,,3.68,
6.6,146.7,,3.25,93.2
,,,3.31,
,,,3.12,
,,,3.19,
,,,3.19,
,,,3.19,
,,,3.31,
,,,3.24,
,,,3.15,
,,,3.16,
,,,3.14,
,,,3.14,
,,,3.14,
,,,3.35,
,,,3.49,
,,,3.34,
,,,3.3,
,,,3.21,
,,,3.21,
,,,3.21,
,,,3.21,
,,,3.33,
,,,3.25,
,,,3.25,
,,,3.23,
,,,3.23,
,,,3.23,
,,,3.49,
6.5,147.1,,3.31,91.5
,,,3.24,
,,,3.26,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.29,
,,,3.24,
,,,3.22,
,,,3.22,
,,,3.17,
,,,3.17,
,,,3.17,
,,,3.3,
,,,3.25,
,,,3.05,
,,,3.24,
,,,3.22,
,,,3.22,
,,,3.22,
,,,3.36,
,,,3.44,
,,,3.47,
,,,3.49,
,,,3.53,
,,,3.53,
,,,3.53,
,,,3.53,
,,,3.45,
,,,3.36,
,,,4.18,
6.4,147.2,7246.931,3.64,92.6
,,,3.64,
,,,3.64,
,,,3.62,
,,,3.6,
,,,3.48,
,,,3.46,
,,,3.36,
,,,3.36,
,,,3.36,
,,,3.41,
,,,3.24,
,,,3.43,
,,,3.49,
,,,3.51,
,,,3.51,
,,,3.51,
,,,3.7,
,,,3.71,
,,,3.71,
,,,3.7,
,,,3.7,
,,,3.7,
,,,3.7,
,,,3.78,
,,,3.42,
,,,3.15,
,,,3.66,
,,,3.73,
,,,3.73,
6.1,147.5,,3.73,92.8
,,,3.86,
,,,3.81,
,,,3.78,
,,,3.77,
,,,3.78,
,,,3.78,
,,,3.78,
,,,3.77,
,,,3.58,
,,,3.42,
,,,3.78,
,,,3.84,
,,,3.84,
,,,3.84,
,,,4.29,
,,,4.27,
,,,4.26,
,,,4.23,
,,,4.21,
,,,4.21,
,,,4.21,
,,,4.28,
,,,4.19,
,,,4.24,
,,,4.23,
,,,4.19,
,,,4.19,
,,,4.19,
,,,4.19,
,,,4.6,
6.1,147.9,,4.33,91.2
,,,4.25,
,,,4.16,
,,,4.16,
,,,4.16,
,,,4.17,
,,,4.03,
,,,4.0,
,,,4.17,
,,,4.18,
,,,4.18,
,,,4.18,
,,,4.24,
,,,4.23,
,,,4.3,
,,,4.26,
,,,4.17,
,,,4.17,
,,,4.17,
,,,4.24,
,,,4.14,
,,,4.18,
,,,4.18,
,,,4.17,
,,,4.17,
,,,4.17,
,,,4.29,
,,,4.21,
,,,4.15,
,,,5.96,
6.1,148.4,7331.075,3.82,89.0
,,,3.82,
,,,3.82,
,,,3.82,
,,,4.37,
,,,5.02,
,,,4.36,
,,,4.32,
,,,4.32,
,,,4.32,
,,,4.31,
,,,4.23,
,,,4.22,
,,,4.22,
,,,4.22,
,,,4.22,
,,,4.22,
,,,4.23,
,,,4.19,
,,,4.78,
,,,4.3,
,,,4.26,
,,,4.26,
,,,4.26,
,,,4.32,
,,,4.26,
,,,4.28,
,,,4.3,
,,,4.29,
,,,4.29,
,,,4.29,
6.0,149.0,,4.34,91.7
,,,4.21,
,,,4.25,
,,,4.28,
,,,4.28,
,,,4.28,
,,,4.28,
,,,4.3,
,,,4.23,
,,,4.19,
,,,4.22,
,,,4.22,
,,,4.22,
,,,4.22,
,,,4.5,
,,,4.35,
,,,4.72,
,,,4.7,
,,,4.64,
,,,4.64,
,,,4.64,
,,,4.69,
,,,4.64,
,,,4.64,
,,,4.75,
,,,4.71,
,,,4.71,
,,,4.71,
,,,4.78,
,,,4.67,
,,,4.7,
5.9,149.3,,4.76,91.5
,,,4.72,
,,,4.72,
,,,4.72,
,,,4.72,
,,,4.81,
,,,4.74,
,,,4.72,
,,,4.68,
,,,4.68,
,,,4.68,
,,,4.73,
,,,4.64,
,,,4.78,
,,,4.79,
,,,4.68,
,,,4.68,
,,,4.68,
,,,4.71,
,,,4.7,
,,,4.87,
,,,4.78,
,,,4.71,
,,,4.71,
,,,4.71,
,,,4.78,
,,,4.29,
,,,4.61,
,,,4.77,
,,,5.44,
5.8,149.4,7455.288,5.44,92.7
,,,5.44,
,,,4.83,
,,,4.78,
,,,4.77,
,,,4.77,
,,,4.57,
,,,4.57,
,,,4.57,
,,,4.57,
,,,4.71,
,,,4.56,
,,,4.71,
,,,4.71,
,,,4.71,
,,,4.71,
,,,4.78,
,,,4.71,
,,,4.69,
,,,4.7,
,,,4.68,
,,,4.68,
,,,4.68,
,,,4.72,
,,,4.67,
,,,4.88,
,,,4.77,
,,,4.76,
,,,4.76,
,,,4.76,
,,,4.9,
5.6,149.8,,4.76,91.6
,,,4.67,
,,,4.71,
,,,4.66,
,,,4.66,
,,,4.66,
,,,4.69,
,,,4.51,
,,,5.28,
,,,4.99,
,,,4.99,
,,,4.99,
,,,4.99,
,,,5.48,
,,,5.59,
,,,5.53,
,,,5.51,
,,,5.43,
,,,5.43,
,,,5.43,
,,,5.49,
,,,5.43,
,,,6.0,
,,,6.0,
,,,6.03,
,,,6.03,
,,,6.03,
,,,5.67,
,,,5.54,
,,,5.66,
5.5,150.1,,5.49,95.1
,,,5.42,
,,,5.42,
,,,5.42,
,,,5.4,
,,,5.07,
,,,6.09,
,,,5.53,
,,,5.48,
,,,5.48,
,,,5.48,
,,,5.52,
,,,5.41,
,,,5.46,
,,,5.61,
,,,5.34,
,,,5.34,
,,,5.34,
,,,5.27,
,,,5.43,
,,,6.56,
,,,5.8,
,,,5.31,
,,,5.31,
,,,5.31,
,,,5.31,
,,,5.6,
,,,5.48,
,,,5.49,
,,,4.94,
,,,4.94,
5.6,150.5,7522.289,4.94,97.6
,,,4.94,
,,,5.98,
,,,6.59,
,,,5.72,
,,,5.52,
,,,5.52,
,,,5.52,
,,,5.52,
,,,5.44,
,,,5.44,
,,,5.5,
,,,5.47,
,,,5.47,
,,,5.47,
,,,5.47,
,,,5.69,
,,,5.06,
,,,5.44,
,,,5.37,
,,,5.37,
,,,5.37,
,,,5.47,
,,,5.45,
,,,5.46,
,,,5.53,
,,,5.67,
,,,5.67,
,,,5.67,
,,,5.76,
,,,5.86,
5.4,150.9,,5.25,95.1
,,,5.98,
,,,5.94,
,,,5.94,
,,,5.94,
,,,5.99,
,,,5.94,
,,,5.93,
,,,5.95,
,,,5.94,
,,,5.94,
,,,5.94,
,,,6.0,
,,,5.82,
,,,5.95,
,,,5.96,
,,,5.93,
,,,5.93,
,,,5.93,
,,,5.93,
,,,5.99,
,,,5.9,
,,,5.91,
,,,5.87,
,,,5.87,
,,,5.87,
,,,5.99,
,,,6.1,
5.4,151.2,,5.56,90.3
,,,5.94,
,,,5.93,
,,,5.93,
,,,5.93,
,,,5.95,
,,,5.93,
,,,5.91,
,,,5.92,
,,,5.9,
,,,5.9,
,,,5.9,
,,,5.96,
,,,5.93,
,,,6.06,
,,,5.97,
,,,5.95,
,,,5.95,
,,,5.95,
,,,6.0,
,,,5.97,
,,,5.97,
,,,6.01,
,,,6.03,
,,,6.03,
,,,6.03,
,,,6.13,
,,,6.1,
,,,6.07,
,,,6.16,
,,,6.3,
5.8,151.8,7580.997,6.3,92.5
,,,6.3,
,,,6.28,
,,,6.08,
,,,5.98,
,,,5.95,
,,,5.94,
,,,5.94,
,,,5.94,
,,,6.0,
,,,5.91,
,,,6.17,
,,,6.17,
,,,6.09,
,,,6.09,
,,,6.09,
,,,6.14,
,,,5.98,
,,,5.92,
,,,5.96,
,,,5.93,
,,,5.93,
,,,5.93,
,,,5.98,
,,,5.97,
,,,6.23,
,,,6.04,
,,,6.06,
,,,6.06,
,,,6.06,
5.6,152.1,,6.1,89.8
,,,6.01,
,,,6.0,
,,,6.01,
,,,5.98,
,,,5.98,
,,,5.98,
,,,6.04,
,,,5.95,
,,,6.03,
,,,6.0,
,,,5.99,
,,,5.99,
,,,5.99,
,,,6.17,
,,,6.01,
,,,5.97,
,,,5.98,
,,,5.94,
,,,5.94,
,,,5.94,
,,,6.0,
,,,5.96,
,,,6.16,
,,,6.04,
,,,5.97,
,,,5.97,
,,,5.97,
,,,5.97,
,,,6.07,
,,,6.17,
5.6,152.4,,6.04,92.7
,,,6.02,
,,,6.02,
,,,6.02,
,,,5.99,
,,,5.96,
,,,6.15,
,,,6.08,
,,,6.02,
,,,6.02,
,,,6.02,
,,,6.02,
,,,5.97,
,,,5.99,
,,,6.1,
,,,6.02,
,,,6.02,
,,,6.02,
,,,6.05,
,,,6.01,
,,,5.77,
,,,5.99,
,,,5.94,
,,,5.94,
,,,5.94,
,,,5.99,
,,,5.94,
,,,5.92,
,,,5.96,
,,,6.11,
5.7,152.6,7683.125,6.11,94.4
,,,6.11,
,,,5.89,
,,,5.89,
,,,7.41,
,,,6.06,
,,,5.77,
,,,5.77,
,,,5.77,
,,,5.78,
,,,5.75,
,,,5.74,
,,,5.75,
,,,5.68,
,,,5.68,
,,,5.68,
,,,5.76,
,,,5.67,
,,,5.82,
,,,5.8,
,,,5.74,
,,,5.74,
,,,5.74,
,,,5.75,
,,,5.73,
,,,5.76,
,,,5.78,
,,,5.77,
,,,5.77,
,,,5.77,
,,,5.97,
5.7,152.9,,5.55,96.2
,,,6.21,
,,,5.79,
,,,5.72,
,,,5.72,
,,,5.72,
,,,5.76,
,,,5.7,
,,,5.67,
,,,5.68,
,,,5.67,
,,,5.67,
,,,5.67,
,,,5.76,
,,,5.9,
,,,5.86,
,,,5.76,
,,,5.68,
,,,5.68,
,,,5.68,
,,,5.71,
,,,5.68,
,,,5.68,
,,,5.71,
,,,5.71,
,,,5.71,
,,,5.71,
,,,5.72,
,,,5.48,
,,,5.9,
,,,5.93,
5.6,153.1,,5.72,88.9
,,,5.72,
,,,5.72,
,,,5.72,
,,,5.86,
,,,5.75,
,,,5.74,
,,,5.67,
,,,5.67,
,,,5.67,
,,,5.73,
,,,5.65,
,,,5.96,
,,,5.88,
,,,5.8,
,,,5.8,
,,,5.8,
,,,5.76,
,,,5.73,
,,,5.72,
,,,5.71,
,,,5.66,
,,,5.66,
,,,5.66,
,,,5.75,
,,,5.73,
,,,6.45,
,,,6.05,
,,,6.2,
,,,6.2,
5.5,153.5,7772.586,6.2,90.2
,,,5.93,
,,,5.75,
,,,5.69,
,,,5.69,
,,,5.65,
,,,5.65,
,,,5.65,
,,,5.65,
,,,5.74,
,,,6.01,
,,,5.8,
,,,5.7,
,,,5.7,
,,,5.7,
,,,5.74,
,,,5.66,
,,,5.65,
,,,5.7,
,,,5.7,
,,,5.7,
,,,5.7,
,,,5.74,
,,,5.7,
,,,6.09,
,,,5.76,
,,,5.68,
,,,5.68,
,,,5.68,
,,,5.78,
,,,5.97,
5.6,153.7,,5.76,88.2
,,,5.72,
,,,5.66,
,,,5.66,
,,,5.66,
,,,5.71,
,,,5.65,
,,,5.93,
,,,5.74,
,,,5.68,
,,,5.68,
,,,5.68,
,,,5.74,
,,,5.71,
,,,5.94,
,,,5.84,
,,,5.7,
,,,5.7,
,,,5.7,
,,,5.73,
,,,5.68,
,,,6.31,
,,,6.31,
,,,5.97,
,,,5.97,
,,,5.97,
,,,5.77,
,,,5.69,
,,,5.72,
,,,6.11,
5.6,153.9,,5.56,91.0
,,,5.56,
,,,5.56,
,,,5.74,
,,,5.72,
,,,5.99,
,,,5.82,
,,,5.73,
,,,5.73,
,,,5.73,
,,,5.73,
,,,5.69,
,,,5.7,
,,,5.82,
,,,5.78,
,,,5.78,
,,,5.78,
,,,5.76,
,,,5.63,
,,,6.74,
,,,5.74,
,,,5.44,
,,,5.44,
,,,5.44,
,,,5.44,
,,,5.5,
,,,5.39,
,,,5.53,
,,,4.73,
,,,4.73,
,,,4.73,
5.6,154.7,7868.468,4.73,89.3
,,,6.06,
,,,6.93,
,,,5.69,
,,,5.46,
,,,5.46,
,,,5.46,
,,,6.01,
,,,5.28,
,,,5.35,
,,,5.52,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.84,
,,,5.91,
,,,5.51,
,,,5.4,
,,,5.4,
,,,5.4,
,,,5.46,
,,,5.44,
,,,5.5,
,,,5.56,
,,,5.51,
,,,5.51,
,,,5.51,
,,,5.53,
,,,5.37,
,,,5.71,
5.5,155.0,,5.27,88.5
,,,5.23,
,,,5.23,
,,,5.23,
,,,5.23,
,,,5.16,
,,,5.13,
,,,5.18,
,,,5.17,
,,,5.17,
,,,5.17,
,,,5.12,
,,,4.93,
,,,4.92,
,,,5.36,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.2,
,,,5.1,
,,,5.15,
,,,5.14,
,,,5.14,
,,,5.14,
,,,5.19,
,,,5.2,
,,,6.18,
,,,6.05,
5.5,155.5,,5.81,93.7
,,,5.81,
,,,5.81,
,,,5.33,
,,,5.13,
,,,5.08,
,,,5.21,
,,,5.16,
,,,5.16,
,,,5.16,
,,,5.25,
,,,5.25,
,,,5.49,
,,,5.56,
,,,5.42,
,,,5.42,
,,,5.42,
,,,5.27,
,,,5.2,
,,,5.21,
,,,5.21,
,,,5.17,
,,,5.17,
,,,5.17,
,,,5.29,
,,,5.23,
,,,5.29,
,,,5.31,
,,,5.25,
,,,5.25,
,,,5.25,
5.6,156.1,8032.84,5.53,92.7
,,,5.29,
,,,5.25,
,,,5.25,
,,,4.89,
,,,4.89,
,,,4.89,
,,,5.14,
,,,5.07,
,,,5.46,
,,,5.33,
,,,5.22,
,,,5.22,
,,,5.22,
,,,5.33,
,,,5.17,
,,,5.17,
,,,5.19,
,,,5.1,
,,,5.1,
,,,5.1,
,,,5.23,
,,,5.38,
,,,5.57,
,,,5.34,
,,,5.21,
,,,5.21,
,,,5.21,
,,,5.25,
,,,5.5,
5.6,156.4,,5.41,89.4
,,,5.28,
,,,5.14,
,,,5.14,
,,,5.14,
,,,5.26,
,,,5.24,
,,,5.31,
,,,5.28,
,,,5.2,
,,,5.2,
,,,5.2,
,,,5.25,
,,,5.25,
,,,5.47,
,,,5.24,
,,,5.15,
,,,5.15,
,,,5.15,
,,,5.21,
,,,5.23,
,,,5.41,
,,,5.2,
,,,5.14,
,,,5.14,
,,,5.14,
,,,5.14,
,,,5.33,
,,,5.24,
,,,5.34,
,,,5.31,
5.3,156.7,,5.31,92.4
,,,5.31,
,,,5.44,
,,,5.23,
,,,5.34,
,,,5.29,
,,,5.21,
,,,5.21,
,,,5.21,
,,,5.28,
,,,5.24,
,,,5.25,
,,,5.27,
,,,5.3,
,,,5.3,
,,,5.3,
,,,5.47,
,,,5.27,
,,,6.25,
,,,5.37,
,,,5.19,
,,,5.19,
,,,5.19,
,,,5.18,
,,,5.15,
,,,5.18,
,,,5.27,
,,,5.0,
,,,5.0,
,,,5.0,
5.5,157.0,8131.408,7.8,94.7
,,,5.29,
,,,5.38,
,,,5.38,
,,,5.28,
,,,5.28,
,,,5.28,
,,,5.27,
,,,5.14,
,,,5.16,
,,,5.21,
,,,5.18,
,,,5.18,
,,,5.18,
,,,5.42,
,,,5.2,
,,,5.25,
,,,5.28,
,,,5.22,
,,,5.22,
,,,5.22,
,,,5.25,
,,,5.25,
,,,5.29,
,,,5.45,
,,,5.26,
,,,5.26,
,,,5.26,
,,,5.37,
,,,5.33,
,,,6.75,
5.1,157.2,,6.29,95.3
,,,5.34,
,,,5.34,
,,,5.34,
,,,5.15,
,,,5.1,
,,,5.07,
,,,5.15,
,,,5.1,
,,,5.1,
,,,5.1,
,,,5.17,
,,,4.89,
,,,5.22,
,,,5.48,
,,,5.15,
,,,5.15,
,,,5.15,
,,,5.17,
,,,5.08,
,,,5.09,
,,,5.17,
,,,5.22,
,,,5.22,
,,,5.22,
,,,5.28,
,,,5.13,
,,,5.24,
,,,5.24,
,,,5.28,
,,,5.28,
5.2,157.7,,5.28,94.7
,,,5.28,
,,,6.01,
,,,5.35,
,,,5.19,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.2,
,,,5.1,
,,,5.26,
,,,5.33,
,,,5.29,
,,,5.29,
,,,5.29,
,,,5.38,
,,,5.02,
,,,4.96,
,,,5.29,
,,,5.3,
,,,5.3,
,,,5.3,
,,,5.32,
,,,5.28,
,,,5.56,
,,,5.28,
,,,5.21,
,,,5.21,
,,,5.21,
,,,6.09,
5.2,158.2,8259.771,5.53,96.5
,,,5.24,
,,,5.17,
,,,5.04,
,,,5.04,
,,,5.04,
,,,5.16,
,,,5.11,
,,,5.43,
,,,5.29,
,,,5.16,
,,,5.16,
,,,5.16,
,,,5.16,
,,,5.41,
,,,5.2,
,,,5.19,
,,,5.12,
,,,5.12,
,,,5.12,
,,,5.21,
,,,5.19,
,,,5.58,
,,,5.29,
,,,5.27,
,,,5.27,
,,,5.27,
,,,5.29,
,,,5.22,
,,,5.31,
,,,5.63,
5.4,158.7,,5.19,99.2
,,,5.19,
,,,5.19,
,,,5.21,
,,,5.34,
,,,5.46,
,,,5.28,
,,,5.17,
,,,5.17,
,,,5.17,
,,,5.17,
,,,5.3,
,,,5.21,
,,,5.34,
,,,5.53,
,,,5.53,
,,,5.53,
,,,5.15,
,,,5.29,
,,,5.53,
,,,5.28,
,,,5.24,
,,,5.24,
,,,5.24,
,,,5.38,
,,,5.28,
,,,5.42,
,,,5.42,
,,,5.44,
,,,5.44,
5.4,159.1,,5.44,96.9
,,,5.67,
,,,5.09,
,,,6.12,
,,,5.36,
,,,5.21,
,,,5.21,
,,,5.21,
,,,5.19,
,,,5.17,
,,,5.19,
,,,5.25,
,,,5.28,
,,,5.28,
,,,5.28,
,,,5.56,
,,,5.38,
,,,5.6,
,,,5.29,
,,,5.15,
,,,5.15,
,,,5.15,
,,,5.26,
,,,5.14,
,,,5.14,
,,,5.26,
,,,4.77,
,,,4.77,
,,,4.77,
,,,5.53,
,,,6.26,
5.3,159.4,8362.655,6.26,97.4
,,,5.79,
,,,5.17,
,,,5.17,
,,,5.17,
,,,5.26,
,,,5.2,
,,,5.2,
,,,5.25,
,,,5.17,
,,,5.17,
,,,5.17,
,,,5.24,
,,,5.14,
,,,5.22,
,,,5.26,
,,,5.14,
,,,5.14,
,,,5.14,
,,,5.14,
,,,5.33,
,,,5.21,
,,,5.24,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.33,
,,,5.27,
,,,5.05,
,,,5.3,
,,,5.37,
5.2,159.7,,5.37,99.7
,,,5.37,
,,,5.36,
,,,5.18,
,,,5.17,
,,,5.22,
,,,5.08,
,,,5.08,
